Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Abil/Name/TychusShredderGrenade;Shredder Grenade;Shredder Grenade;Shredder Grenade;Shredder Grenade;Granada destructora;Shredder Grenade;Shredder Grenade;분쇄 수류탄;Shredder Grenade;Granada de Retalhação;粉碎者手雷;爆裂榴彈
Abil/Name/TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura;TychusSpectreBrillianceAura
Abil/Name/TychusSpectreUltrasonicPulse;Ultrasonic Pulse;Ultrasonic Pulse;Ultrasonic Pulse;Ultrasonic Pulse;Pulso ultrasónico;Ultrasonic Pulse;Ultrasonic Pulse;초음파 파동;Ultrasonic Pulse;Pulso Ultrassônico;超声波脉冲;超音波脈衝
Abil/Name/TychusStarportTrain;Train (Starport);Train (Starport);Train (Starport);Train (Starport);Entrenar (Puerto estelar);Train (Starport);Train (Starport);훈련 (우주공항);Train (Starport);Treinar (Estaleiro Sideral);训练(星港);建造（星際港）
Abil/Name/TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile;TychusWarhoundTornadoSprayMissile
Abil/Name/TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile;TychusWarhoundTurretTornadoSprayMissile
Abil/Name/Ulnar01MechanismDown;Ulnar01 Mechanism Down;Ulnar01 Mechanism Down;Ulnar01 Mechanism Down;Ulnar01 Mechanism Down;Ulnar 01 - Mecanismo - Bajar;Ulnar01 Mechanism Down;Ulnar01 Mechanism Down;울나르 01 기계부 아래;Ulnar01 Mechanism Down;Ulnar01 - Mecanismo - Baixar;Ulnar01 Mechanism Down;奧納01 - 天星鎖 - 下
Abil/Name/Ulnar01MechanismUp;Ulnar01 Mechanism Up;Ulnar01 Mechanism Up;Ulnar01 Mechanism Up;Ulnar01 Mechanism Up;Ulnar 01 - Mecanismo - Subir;Ulnar01 Mechanism Up;Ulnar01 Mechanism Up;울나르 01 기계부 위;Ulnar01 Mechanism Up;Ulnar01 - Mecanismo - Subir;Ulnar01 Mechanism Up;奧納01 - 天星鎖 - 上
Abil/Name/UltraliskBurrowCharge;Ultralisk Burrow Charge;Ультралиск - подземный рывок;Ultralisk Burrow Charge;Ultralisco: carga subterránea;Ataque enterrado de Ultralisco;Ultralisk Burrow Charge;Carica sotterranea Ultralisca;울트라리스크 잠복 돌진;Ultralisk – podziemna szarża;Mammuthus Carga Entocada;雷兽潜地冲锋;雷獸 - 遁地突襲
Abil/Name/UltraliskBurrowChargeNoxious;Ultralisk Burrow Charge Noxious;Ультралиск - подземный рывок - токсилиск;Ultralisk Burrow Charge Noxious;Ultralisco: carga subterránea, tóxica;Ataque enterrado de Ultralisco - Nocivo;Ultralisk Burrow Charge Noxious;Carica sotterranea Ultralisca Atrax;울트라리스크 잠복 돌진 독성;Ultralisk – podziemna szarża - Truciciel;Mammuthus Carga Entocada Tóxica;雷兽 潜地冲锋 瘴毒兽;雷獸遁地突襲 - 沼獸
Abil/Name/UltrasonicPulse;Ultrasonic Pulse;Ultrasonic Pulse;Ultrasonic Pulse;Ultrasonic Pulse;Pulso ultrasónico;Ultrasonic Pulse;Ultrasonic Pulse;초음파;Ultrasonic Pulse;Pulso ultrasônico;超声波脉冲;超音波脈衝
Abil/Name/UltrasonicPulseEnhanced;Ultrasonic Pulse Enhanced;Ultrasonic Pulse Enhanced;Ultrasonic Pulse Enhanced;Ultrasonic Pulse Enhanced;Pulso ultrasónico - Mejorado;Ultrasonic Pulse Enhanced;Ultrasonic Pulse Enhanced;향상된 초음파;Ultrasonic Pulse Enhanced;Pulso Ultrassônico Aprimorado;Ultrasonic Pulse Enhanced;超音波脈衝 - 強化
Abil/Name/UmbraSpireSpawnShadowOfTheVoidBanshee;Spawn Shadow of the Void (Banshee);Spawn Shadow of the Void (Banshee);Spawn Shadow of the Void (Banshee);Spawn Shadow of the Void (Banshee);Engendrar - Sombra del Vacío (Zerguezno);Spawn Shadow of the Void (Banshee);Spawn Shadow of the Void (Banshee);공허의 그림자 생성 (밴시);Spawn Shadow of the Void (Banshee);Gerar Sombra do Vazio (Vudu);Spawn Shadow of the Void (Banshee);產生虛空暗影（女妖轟炸機）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidBattlecruiser;Spawn Shadow of the Void (Battlecruiser);Spawn Shadow of the Void (Battlecruiser);Spawn Shadow of the Void (Battlecruiser);Spawn Shadow of the Void (Battlecruiser);Engendrar - Sombra del Vacío (Crucero de batalla);Spawn Shadow of the Void (Battlecruiser);Spawn Shadow of the Void (Battlecruiser);공허의 그림자 생성 (전투순양함);Spawn Shadow of the Void (Battlecruiser);Gerar Sombra do Vazio (Cruzador de Batalha);Spawn Shadow of the Void (Battlecruiser);產生虛空暗影（戰巡艦）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidColossus;Spawn Shadow of the Void (Colossus);Spawn Shadow of the Void (Colossus);Spawn Shadow of the Void (Colossus);Spawn Shadow of the Void (Colossus);Engendrar - Sombra del Vacío (Coloso);Spawn Shadow of the Void (Colossus);Spawn Shadow of the Void (Colossus);공허의 그림자 생성 (거신);Spawn Shadow of the Void (Colossus);Gerar Sombra do Vazio (Colosso);Spawn Shadow of the Void (Colossus);產生虛空暗影（巨像）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidGhost;Spawn Shadow of the Void (Ghost);Spawn Shadow of the Void (Ghost);Spawn Shadow of the Void (Ghost);Spawn Shadow of the Void (Ghost);Engendrar - Sombra del Vacío (Fantasma);Spawn Shadow of the Void (Ghost);Spawn Shadow of the Void (Ghost);공허의 그림자 생성 (유령);Spawn Shadow of the Void (Ghost);Gerar Sombra do Vazio (Fantasma);Spawn Shadow of the Void (Ghost);產生虛空暗影（幽靈特務）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidHydralisk;Spawn Shadow of the Void (Hydralisk);Spawn Shadow of the Void (Hydralisk);Spawn Shadow of the Void (Hydralisk);Spawn Shadow of the Void (Hydralisk);Engendrar - Sombra del Vacío (Hidralisco);Spawn Shadow of the Void (Hydralisk);Spawn Shadow of the Void (Hydralisk);공허의 그림자 생성 (히드라리스크);Spawn Shadow of the Void (Hydralisk);Gerar Sombra do Vazio (Hidralisca);Spawn Shadow of the Void (Hydralisk);產生虛空暗影（刺蛇）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidMarine;Spawn Shadow of the Void (Marine);Spawn Shadow of the Void (Marine);Spawn Shadow of the Void (Marine);Spawn Shadow of the Void (Marine);Engendrar - Sombra del Vacío (Marine);Spawn Shadow of the Void (Marine);Spawn Shadow of the Void (Marine);공허의 그림자 생성 (해병);Spawn Shadow of the Void (Marine);Gerar Sombra do Vazio (Soldado);Spawn Shadow of the Void (Marine);產生虛空暗影（陸戰隊）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidMutalisk;Spawn Shadow of the Void (Mutalisk);Spawn Shadow of the Void (Mutalisk);Spawn Shadow of the Void (Mutalisk);Spawn Shadow of the Void (Mutalisk);Engendrar - Sombra del Vacío (Mutalisco);Spawn Shadow of the Void (Mutalisk);Spawn Shadow of the Void (Mutalisk);공허의 그림자 생성 (뮤탈리스크);Spawn Shadow of the Void (Mutalisk);Gerar Sombra do Vazio (Mutalisca);Spawn Shadow of the Void (Mutalisk);產生虛空暗影（飛螳）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidOverseer;Spawn Shadow of the Void (Overseer);Spawn Shadow of the Void (Overseer);Spawn Shadow of the Void (Overseer);Spawn Shadow of the Void (Overseer);Engendrar - Sombra del Vacío (Vigía supremo);Spawn Shadow of the Void (Overseer);Spawn Shadow of the Void (Overseer);공허의 그림자 생성 (감시군주);Spawn Shadow of the Void (Overseer);Gerar Sombra do Vazio (Supervigia);Spawn Shadow of the Void (Overseer);產生虛空暗影（監察王蟲）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidStalker;Spawn Shadow of the Void (Stalker);Spawn Shadow of the Void (Stalker);Spawn Shadow of the Void (Stalker);Spawn Shadow of the Void (Stalker);Engendrar - Sombra del Vacío (Persecutor);Spawn Shadow of the Void (Stalker);Spawn Shadow of the Void (Stalker);공허의 그림자 생성 (추적자);Spawn Shadow of the Void (Stalker);Gerar Sombra do Vazio (Tormento);Spawn Shadow of the Void (Stalker);產生虛空暗影（追獵者）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidUltralisk;Spawn Shadow of the Void (Ultralisk);Spawn Shadow of the Void (Ultralisk);Spawn Shadow of the Void (Ultralisk);Spawn Shadow of the Void (Ultralisk);Engendrar - Sombra del Vacío (Ultralisco);Spawn Shadow of the Void (Ultralisk);Spawn Shadow of the Void (Ultralisk);공허의 그림자 생성 (울트라리스크);Spawn Shadow of the Void (Ultralisk);Gerar Sombra do Vazio (Mammuthus);Spawn Shadow of the Void (Ultralisk);產生虛空暗影（雷獸）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidVoidRay;Spawn Shadow of the Void (Void Ray);Spawn Shadow of the Void (Void Ray);Spawn Shadow of the Void (Void Ray);Spawn Shadow of the Void (Void Ray);Engendrar - Sombra del Vacío (Mantarraya del Vacío);Spawn Shadow of the Void (Void Ray);Spawn Shadow of the Void (Void Ray);공허의 그림자 생성 (공허 포격기);Spawn Shadow of the Void (Void Ray);Gerar Sombra do Vazio (Destruidora);Spawn Shadow of the Void (Void Ray);產生虛空暗影（虛空艦）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidZealot;Spawn Shadow of the Void (Zealot);Spawn Shadow of the Void (Zealot);Spawn Shadow of the Void (Zealot);Spawn Shadow of the Void (Zealot);Engendrar - Sombra del Vacío (Zelot);Spawn Shadow of the Void (Zealot);Spawn Shadow of the Void (Zealot);공허의 그림자 생성 (광전사);Spawn Shadow of the Void (Zealot);Gerar Sombra do Vazio (Fanáticus);Spawn Shadow of the Void (Zealot);產生虛空暗影（狂戰士）
Abil/Name/UmbraSpireSpawnShadowOfTheVoidZergling;Spawn Shadow of the Void (Zergling);Spawn Shadow of the Void (Zergling);Spawn Shadow of the Void (Zergling);Spawn Shadow of the Void (Zergling);Engendrar - Sombra del Vacío (Zerguezno);Spawn Shadow of the Void (Zergling);Spawn Shadow of the Void (Zergling);공허의 그림자 생성 (저글링);Spawn Shadow of the Void (Zergling);Gerar Sombra do Vazio (Zergnídeo);Spawn Shadow of the Void (Zergling);產生虛空暗影（異化蟲）
Abil/Name/UmojanLabDoorsLeft;Umojan Lab Doors Left;Umojan Lab Doors Left;Umojan Lab Doors Left;Puerta de laboratorio de Umoja izquierda;Laboratorio umojano - Puertas - Izquierda;Umojan Lab Doors Left;Umojan Lab Doors Left;우모자 연구실 문 왼쪽;Umojan Lab Doors Left;Laboratório Umojan Portas Esquerda;尤摩扬 实验室门 左侧;尤摩捷實驗室閘門 - 左側
Abil/Name/UmojanLabDoorsLeftLowered;Umojan Lab Doors Left Lowered;Umojan Lab Doors Left Lowered;Umojan Lab Doors Left Lowered;Puerta de laboratorio de Umoja izquierda bajada;Laboratorio umojano - Puertas - Izquierda - Cerradas;Umojan Lab Doors Left Lowered;Umojan Lab Doors Left Lowered;우모자 연구실 문 왼쪽 내림;Umojan Lab Doors Left Lowered;Laboratório Umojan Portas Esquerda Baixado;尤摩扬 实验室门 左侧 敞开;尤摩捷實驗室閘門 - 左側 - 已降下
Abil/Name/UmojanLabDoorsLowerDefault;Umojan Lab Doors Lower Default;Umojan Lab Doors Lower Default;Umojan Lab Doors Lower Default;Puerta de laboratorio de Umoja bajar por defecto;Laboratorio umojano - Puertas - Cerrar - Predeterminado;Umojan Lab Doors Lower Default;Umojan Lab Doors Lower Default;우모자 연구실 문 내림 기본;Umojan Lab Doors Lower Default;Laboratório Umojan Portas Baixar Padrão;尤摩扬 实验室门 降下 默认;尤摩捷實驗室閘門 - 降下 - 預設
Abil/Name/UmojanLabDoorsRaiseDefault;Umojan Lab Doors Raise Default;Umojan Lab Doors Raise Default;Umojan Lab Doors Raise Default;Puerta de laboratorio de Umoja levantar por defecto;Laboratorio umojano - Puertas - Abrir - Predeterminado;Umojan Lab Doors Raise Default;Umojan Lab Doors Raise Default;우모자 연구실 문 올림 기본;Umojan Lab Doors Raise Default;Laboratório Umojan Portas Elevar Padrão;尤摩扬 实验室门 升起 默认;尤摩捷實驗室閘門 - 升起的 - 預設
Abil/Name/UmojanLabDoorsRight;Umojan Lab Doors Right;Umojan Lab Doors Right;Umojan Lab Doors Right;Puerta de laboratorio de Umoja derecha;Laboratorio umojano - Puertas - Derecha;Umojan Lab Doors Right;Umojan Lab Doors Right;우모자 연구실 문 오른쪽;Umojan Lab Doors Right;Laboratório Umojan Portas Direita;尤摩扬 实验室门 右侧;尤摩捷實驗室閘門 - 右側
Abil/Name/UmojanLabDoorsRightLowered;Umojan Lab Doors Right Lowered;Umojan Lab Doors Right Lowered;Umojan Lab Doors Right Lowered;Puerta de laboratorio de Umoja derecha bajada;Laboratorio umojano - Puertas - Derecha - Cerradas;Umojan Lab Doors Right Lowered;Umojan Lab Doors Right Lowered;우모자 연구실 문 오른쪽 내림;Umojan Lab Doors Right Lowered;Laboratório Umojan Portas Direita Baixado;尤摩扬 实验室门 右侧 敞开;尤摩捷實驗室閘門 - 右側 - 已降下
Abil/Name/UmojanLabDoorsThinLeft;Umojan Lab Doors Thin Left;Umojan Lab Doors Thin Left;Umojan Lab Doors Thin Left;Puerta de laboratorio de Umoja fina izquierda;Laboratorio umojano - Puertas estrechas - Izquierda;Umojan Lab Doors Thin Left;Umojan Lab Doors Thin Left;우모자 연구실 문 좁음 왼쪽;Umojan Lab Doors Thin Left;Laboratório Umojan Portas Estreito Esquerda;尤摩扬 实验室窄门 左侧;尤摩捷實驗室閘門 - 窄 - 左側
Abil/Name/UmojanLabDoorsThinLeftLowered;Umojan Lab Doors Thin Left Lowered;Umojan Lab Doors Thin Left Lowered;Umojan Lab Doors Thin Left Lowered;Puerta de laboratorio de Umoja fina izquierda bajada;Laboratorio umojano - Puertas estrechas - Izquierda - Cerradas;Umojan Lab Doors Thin Left Lowered;Umojan Lab Doors Thin Left Lowered;우모자 연구실 문 좁음 왼쪽 내림;Umojan Lab Doors Thin Left Lowered;Laboratório Umojan Portas Estreito Esquerda Baixado;尤摩扬 实验室窄门 左侧 敞开;尤摩捷實驗室閘門 - 窄 - 左側 - 已降下
Abil/Name/UmojanLabDoorsThinRight;Umojan Lab Doors Thin Right;Umojan Lab Doors Thin Right;Umojan Lab Doors Thin Right;Puerta de laboratorio de Umoja fina derecha;Laboratorio umojano - Puertas estrechas - Derecha;Umojan Lab Doors Thin Right;Umojan Lab Doors Thin Right;우모자 연구실 문 좁음 오른쪽;Umojan Lab Doors Thin Right;Laboratório Umojan Portas Estreito Direita;尤摩扬 实验室窄门 右侧;尤摩捷實驗室閘門 - 窄 - 右側
Abil/Name/UmojanLabDoorsThinRightLowered;Umojan Lab Doors Thin Right Lowered;Umojan Lab Doors Thin Right Lowered;Umojan Lab Doors Thin Right Lowered;Puerta de laboratorio de Umoja fina derecha bajada;Laboratorio umojano - Puertas estrechas - Derecha - Cerradas;Umojan Lab Doors Thin Right Lowered;Umojan Lab Doors Thin Right Lowered;우모자 연구실 문 좁음 오른쪽 내림;Umojan Lab Doors Thin Right Lowered;Laboratório Umojan Portas Estreito Direita Baixado;尤摩扬 实验室窄门 右侧 敞开;尤摩捷實驗室閘門 - 窄 - 右側 - 已降下
Abil/Name/UmojanLabDoorsWideLeft;Umojan Lab Doors Wide Left;Umojan Lab Doors Wide Left;Umojan Lab Doors Wide Left;Puerta de laboratorio de Umoja amplia izquierda;Laboratorio umojano - Puertas anchas - Izquierda;Umojan Lab Doors Wide Left;Umojan Lab Doors Wide Left;우모자 연구실 문 넓음 왼쪽;Umojan Lab Doors Wide Left;Laboratório Umojan Portas Amplo Esquerda;尤摩扬 实验室宽门 左侧;尤摩捷實驗室閘門 - 寬 - 左側
Abil/Name/UmojanLabDoorsWideLeftLowered;Umojan Lab Doors Wide Left Lowered;Umojan Lab Doors Wide Left Lowered;Umojan Lab Doors Wide Left Lowered;Puerta de laboratorio de Umoja amplia izquierda bajada;Laboratorio umojano - Puertas anchas - Izquierda - Cerradas;Umojan Lab Doors Wide Left Lowered;Umojan Lab Doors Wide Left Lowered;우모자 연구실 문 넓음 왼쪽 내림;Umojan Lab Doors Wide Left Lowered;Laboratório Umojan Portas Amplo Esquerda Baixado;尤摩扬 实验室宽门 左侧 敞开;尤摩捷實驗室閘門 - 寬 - 左側 - 已降下
Abil/Name/UmojanLabDoorsWideRight;Umojan Lab Doors Wide Right;Umojan Lab Doors Wide Right;Umojan Lab Doors Wide Right;Puerta de laboratorio de Umoja amplia derecha;Laboratorio umojano - Puertas anchas - Derecha;Umojan Lab Doors Wide Right;Umojan Lab Doors Wide Right;우모자 연구실 문 넓음 오른쪽;Umojan Lab Doors Wide Right;Laboratório Umojan Portas Amplo Direita;尤摩扬 实验室宽门 右侧;尤摩捷實驗室閘門 - 寬 - 右側
Abil/Name/UmojanLabDoorsWideRightLowered;Umojan Lab Doors Wide Right Lowered;Umojan Lab Doors Wide Right Lowered;Umojan Lab Doors Wide Right Lowered;Puerta de laboratorio de Umoja amplia derecha bajada;Laboratorio umojano - Puertas anchas - Derecha - Cerradas;Umojan Lab Doors Wide Right Lowered;Umojan Lab Doors Wide Right Lowered;우모자 연구실 문 넓음 오른쪽 내림;Umojan Lab Doors Wide Right Lowered;Laboratório Umojan Portas Amplo Direita Baixado;尤摩扬 实验室宽门 右侧 敞开;尤摩捷實驗室閘門 - 寬 - 右側 - 已降下
Abil/Name/UmojanLabLabGate00Left;Umojan Lab Lab Gate00 Left;Umojan Lab Lab Gate00 Left;Umojan Lab Lab Gate00 Left;Puerta de laboratorio de Umoja puerta00 izquierda;Laboratorio umojano - Puerta del laboratorio 00 - Izquierda;Umojan Lab Lab Gate00 Left;Umojan Lab Lab Gate00 Left;우모자 연구실 연구실 문00 왼쪽;Umojan Lab Lab Gate00 Left;Laboratório Umojan Portão do Laboratório00 Esquerda;尤摩扬实验室 实验室大门00 左侧;尤摩捷實驗室 - 實驗室大門00 - 左側
Abil/Name/UmojanLabLabGate00LeftLowered;Umojan Lab Lab Gate00 Left Lowered;Umojan Lab Lab Gate00 Left Lowered;Umojan Lab Lab Gate00 Left Lowered;Puerta de laboratorio de Umoja puerta00 izquierda bajada;Laboratorio umojano - Puerta del laboratorio 00 - Izquierda - Cerrada;Umojan Lab Lab Gate00 Left Lowered;Umojan Lab Lab Gate00 Left Lowered;우모자 연구실 연구실 문00 왼쪽 내림;Umojan Lab Lab Gate00 Left Lowered;Laboratório Umojan Portão do Laboratório00 Esquerda Baixado;尤摩扬实验室 实验室大门00 左侧 敞开;尤摩捷實驗室 - 實驗室大門00 - 左側 - 已降下
Abil/Name/UmojanLabLabGate00Right;Umojan Lab Lab Gate00 Right;Umojan Lab Lab Gate00 Right;Umojan Lab Lab Gate00 Right;Puerta de laboratorio de Umoja puerta00 derecha;Laboratorio umojano - Puerta del laboratorio 00 - Derecha;Umojan Lab Lab Gate00 Right;Umojan Lab Lab Gate00 Right;우모자 연구실 연구실 문00 오른쪽;Umojan Lab Lab Gate00 Right;Laboratório Umojan Portão do Laboratório00 Direita;尤摩扬实验室 实验室大门00 右侧;尤摩捷實驗室 - 實驗室大門00 - 右側
Abil/Name/UmojanLabLabGate00RightLowered;Umojan Lab Lab Gate00 Right Lowered;Umojan Lab Lab Gate00 Right Lowered;Umojan Lab Lab Gate00 Right Lowered;Puerta de laboratorio de Umoja puerta00 derecha bajada;Laboratorio umojano - Puerta del laboratorio 00 - Derecha - Cerrada;Umojan Lab Lab Gate00 Right Lowered;Umojan Lab Lab Gate00 Right Lowered;우모자 연구실 연구실 문00 오른쪽 내림;Umojan Lab Lab Gate00 Right Lowered;Laboratório Umojan Portão do Laboratório00 Direita Baixado;尤摩扬实验室 实验室大门00 右侧 敞开;尤摩捷實驗室 - 實驗室大門00 - 右側 - 已降下
Abil/Name/UmojanLabLabGate01Left;Umojan Lab Lab Gate01 Left;Umojan Lab Lab Gate01 Left;Umojan Lab Lab Gate01 Left;Puerta de laboratorio de Umoja puerta01 izquierda;Laboratorio umojano - Puerta del laboratorio 01 - Izquierda;Umojan Lab Lab Gate01 Left;Umojan Lab Lab Gate01 Left;우모자 연구실 연구실 문01 왼쪽;Umojan Lab Lab Gate01 Left;Laboratório Umojan Portão do Laboratório01 Esquerda;尤摩扬实验室 实验室大门01 左侧;尤摩捷實驗室 - 實驗室大門01 - 左側
Abil/Name/UmojanLabLabGate01LeftLowered;Umojan Lab Lab Gate01 Left Lowered;Umojan Lab Lab Gate01 Left Lowered;Umojan Lab Lab Gate01 Left Lowered;Puerta de laboratorio de Umoja puerta01 izquierda bajada;Laboratorio umojano - Puerta del laboratorio 01 - Izquierda - Cerrada;Umojan Lab Lab Gate01 Left Lowered;Umojan Lab Lab Gate01 Left Lowered;우모자 연구실 연구실 문01 왼쪽 내림;Umojan Lab Lab Gate01 Left Lowered;Laboratório Umojan Portão do Laboratório01 Esquerda Baixado;尤摩扬实验室 实验室大门01 左侧 敞开;尤摩捷實驗室 - 實驗室大門01 - 左側 - 已降下
Abil/Name/UmojanLabLabGate01Right;Umojan Lab Lab Gate01 Right;Umojan Lab Lab Gate01 Right;Umojan Lab Lab Gate01 Right;Puerta de laboratorio de Umoja puerta01 derecha;Laboratorio umojano - Puerta del laboratorio 01 - Derecha;Umojan Lab Lab Gate01 Right;Umojan Lab Lab Gate01 Right;우모자 연구실 연구실 문01 오른쪽;Umojan Lab Lab Gate01 Right;Laboratório Umojan Portão do Laboratório01 Direita;尤摩扬实验室 实验室大门01 右侧;尤摩捷實驗室 - 實驗室大門01 - 右側
Abil/Name/UmojanLabLabGate01RightLowered;Umojan Lab Lab Gate01 Right Lowered;Umojan Lab Lab Gate01 Right Lowered;Umojan Lab Lab Gate01 Right Lowered;Puerta de laboratorio de Umoja puerta01 derecha bajada;Laboratorio umojano - Puerta del laboratorio 01 - Derecha - Cerrada;Umojan Lab Lab Gate01 Right Lowered;Umojan Lab Lab Gate01 Right Lowered;우모자 연구실 연구실 문01 오른쪽 내림;Umojan Lab Lab Gate01 Right Lowered;Laboratório Umojan Portão do Laboratório01 Direita Baixado;尤摩扬实验室 实验室大门01 右侧 敞开;尤摩捷實驗室 - 實驗室大門01 - 右側 - 已降下
Abil/Name/UmojanLabWallDoorsLeft;Umojan Lab Wall Doors Left;Umojan Lab Wall Doors Left;Umojan Lab Wall Doors Left;Puerta de muro laboratorio de Umoja izquierda;Laboratorio umojano - Muro - Puertas - Izquierda;Umojan Lab Wall Doors Left;Umojan Lab Wall Doors Left;우모자 연구실 벽 문 왼쪽;Umojan Lab Wall Doors Left;Laboratório Umojan Muro Portas Esquerda;尤摩扬 实验室墙体 门 左侧;尤摩捷實驗室 - 牆壁閘門左側
Abil/Name/UmojanLabWallDoorsLeftLowered;Umojan Lab Wall Doors Left Lowered;Umojan Lab Wall Doors Left Lowered;Umojan Lab Wall Doors Left Lowered;Puerta de muro laboratorio de Umoja izquierda bajada;Laboratorio umojano - Muro - Puertas - Izquierda - Cerradas;Umojan Lab Wall Doors Left Lowered;Umojan Lab Wall Doors Left Lowered;우모자 연구실 벽 문 왼쪽 내림;Umojan Lab Wall Doors Left Lowered;Laboratório Umojan Muro Portas Esquerda Baixado;尤摩扬 实验室墙体 门 左侧 敞开;尤摩捷實驗室 - 牆壁閘門左側 - 已降下
Abil/Name/UmojanLabWallDoorsRight;Umojan Lab Wall Doors Right;Umojan Lab Wall Doors Right;Umojan Lab Wall Doors Right;Puerta de muro laboratorio de Umoja derecha;Laboratorio umojano - Muro - Puertas - Derecha;Umojan Lab Wall Doors Right;Umojan Lab Wall Doors Right;우모자 연구실 벽 문 오른쪽;Umojan Lab Wall Doors Right;Laboratório Umojan Muro Portas Direita;尤摩扬 实验室墙体 门 右侧;尤摩捷實驗室 - 牆壁閘門右側
Abil/Name/UmojanLabWallDoorsRightLowered;Umojan Lab Wall Doors Right Lowered;Umojan Lab Wall Doors Right Lowered;Umojan Lab Wall Doors Right Lowered;Puerta de muro laboratorio de Umoja derecha bajada;Laboratorio umojano - Muro - Puertas - Derecha - Cerradas;Umojan Lab Wall Doors Right Lowered;Umojan Lab Wall Doors Right Lowered;우모자 연구실 벽 문 오른쪽 내림;Umojan Lab Wall Doors Right Lowered;Laboratório Umojan Muro Portas Direita Baixado;尤摩扬 实验室墙体 门 右侧 敞开;尤摩捷實驗室 - 牆壁閘門右側 - 已降下
Abil/Name/UnburrowImpaler;Unburrow (Impaler);Unburrow (Impaler);Unburrow (Impaler);Desenterrar (empalador);Desenterrar (Empalador);Unburrow (Impaler);Unburrow (Impaler);잠복 해제 (관통 촉수);Unburrow (Impaler);Desentocar (Empalador);出地（穿刺者）;鑽出（刺獸）
Abil/Name/UpgradeToGreaterRoachWarren;Upgrade To Greater Roach Warren;Upgrade To Greater Roach Warren;Upgrade To Greater Roach Warren;Upgrade To Greater Roach Warren;Mejorar a Madriguera de cucarachas mayor;Upgrade To Greater Roach Warren;Upgrade To Greater Roach Warren;거대 바퀴 소굴로 업그레이드;Upgrade To Greater Roach Warren;Aprimorar para Toca de Barata Maior;升级成大型蟑螂温室;升級為巨型蟑螂繁殖場
Abil/Name/UpgradeToGreaterSpireBroodlord;Upgrade To Greater Spire Brood Lord;Мутировать в шпиль величия - хозяин стаи;Upgrade To Greater Spire Brood Lord;Mejorar a espiral mayor señor de la prole;Mejorar a Espira mayor - Amo de la colonia;Améliorer en grande aiguille - Seigneur-vermine;Potenziamento in Pinnacolo maggiore con Patriarca;거대 둥지탑 무리 군주로 업그레이드;Ulepsz do większej iglicy - rządca szczepu;Aprimorar para Grande Pináculo Lorde de Casta;升级为巨型尖塔巢虫领主;升級為巨型螺旋塔 - 寄生王蟲
Abil/Name/UpgradeToGreaterSpireViper;Upgrade To Greater Spire Viper;Мутировать в шпиль величия - стрекоза;Upgrade To Greater Spire Viper;Mejorar a espiral mayor víbora;Mejorar a Espira mayor - Víbora;Améliorer en grande aiguille - Vipère;Potenziamento in Pinnacolo maggiore con Vipera;거대 둥지탑 살모사로 업그레이드;Ulepsz do większej iglicy - żmij;Aprimorar para Grande Pináculo Víbora;升级为巨型尖塔飞蛇;升級為巨型螺旋塔 - 飛蟒
